year,metarea,obs,households,wealth_mean,wealth_median,wealth_top1,wealth_top.1,wealth_top.01,wealth_top.001,wealth_top10,wealth_bottom50,wealth_gini,wealth_sd,p90,p10,income_mean,house_value_mean,own,rent,own_outright,own_mortgage,college,white,black,hispanic,female,household_size,age,mean_sd,top1_sd,top.1_sd,top.01_sd,top.001_sd,top10_sd,bottom50_sd,top5_sd,top.5_sd,gini_sd
2010,219,551,54897,328076.075,124133.197,0.291,0.15,0.077,0.04,0.572,0.067,0.739,340264.161,616005.083,8332.029,67243.407,180965.84,0.751,0.249,0.207,0.544,0.365,0.777,0.185,0.005,0.497,2.528,51.882,20925.601,0.02,0.01,0.005,0.003,0.029,0.004,0.034,0.017,0.016
2010,224,891,87202,340931.878,106936.747,0.327,0.168,0.086,0.045,0.634,0.044,0.802,626328.618,617400.782,-6011.209,60334.966,141234.465,0.707,0.293,0.28,0.427,0.385,0.967,0.003,0.001,0.405,2.281,54.978,4541.983,0.003,0.002,0.001,0,0.005,0.001,0.005,0.003,0.004
2010,228,1011,106934,684277.112,254286.865,0.313,0.161,0.083,0.043,0.609,0.057,0.763,1283778.671,1165141.617,0,98110.082,270694.9,0.71,0.29,0.209,0.502,0.478,0.846,0.083,0.026,0.476,2.465,54.981,23329.398,0.003,0.001,0.001,0,0.006,0.002,0.005,0.002,0.013
2010,229,656,63438,326087.086,110691.573,0.31,0.159,0.082,0.042,0.608,0.044,0.77,316094.495,642479.825,-6531.687,58361.955,132324.598,0.684,0.316,0.24,0.445,0.364,0.982,0.003,0,0.398,2.41,53.149,26426.181,0.023,0.012,0.006,0.003,0.034,0.004,0.037,0.019,0.017
2010,231,2539,248771,197276.495,60143.997,0.328,0.169,0.087,0.045,0.648,0.033,0.818,435647.782,389505.673,-7802.39,52810.063,95047.535,0.628,0.372,0.249,0.379,0.287,0.815,0.029,0.132,0.473,2.879,51.592,6026.008,0.012,0.006,0.003,0.002,0.011,0.001,0.014,0.01,0.006
2010,232,634,67959,231214.014,79247.142,0.297,0.153,0.079,0.04,0.587,0.053,0.772,352189.466,453000.458,0,54936.638,124004.441,0.722,0.278,0.214,0.508,0.238,0.918,0.05,0.016,0.396,2.587,53.137,8539.118,0.013,0.007,0.003,0.002,0.015,0.002,0.02,0.011,0.008
2010,236,1097,109389,246231.774,74358.081,0.3,0.154,0.079,0.041,0.599,0.036,0.798,824324.938,494686.59,-7113.772,59566.649,107250.952,0.676,0.324,0.233,0.443,0.34,0.943,0.034,0.005,0.456,2.398,53.177,15732.826,0.021,0.011,0.005,0.003,0.025,0.002,0.03,0.017,0.008
2010,240,1510,144923,452006.118,103699.86,0.339,0.174,0.09,0.046,0.658,0.022,0.809,563684.209,851430.487,-9794.353,55017.771,174126.046,0.594,0.406,0.197,0.397,0.392,0.924,0.009,0.01,0.477,2.332,52.974,9111.751,0.002,0.001,0.001,0,0.004,0,0.003,0.002,0.006
2010,244,1067,107213,254334.374,82789.963,0.314,0.162,0.083,0.043,0.612,0.054,0.789,501115.2,456120.546,-6329.622,61223.703,122095.921,0.714,0.286,0.235,0.479,0.333,0.941,0.044,0.005,0.443,2.422,52.639,4207.81,0.005,0.003,0.001,0.001,0.006,0.001,0.008,0.004,0.003
2010,252,415,64525,288299.791,46395.875,0.358,0.184,0.095,0.049,0.696,0.011,0.858,863949.445,588316.609,-9721.844,67361.959,111402.769,0.517,0.483,0.153,0.364,0.47,0.947,0.012,0.007,0.431,2.345,46.27,8155.516,0.007,0.004,0.002,0.001,0.008,0,0.013,0.006,0.005
2010,256,1129,118246,206332.229,55272.313,0.327,0.168,0.087,0.045,0.649,0.036,0.807,288957.011,407247.555,-6912.481,58783.847,98128.342,0.577,0.423,0.17,0.407,0.367,0.566,0.34,0.026,0.495,2.458,48.301,9860.805,0.02,0.01,0.005,0.003,0.017,0.002,0.024,0.016,0.012
2010,258,1373,155592,275196.86,66051.642,0.337,0.173,0.089,0.046,0.655,0.028,0.822,440087.233,540640.94,-8061.93,63122.862,138986.049,0.627,0.373,0.191,0.436,0.363,0.897,0.017,0.036,0.414,2.569,49.961,4108.535,0.003,0.002,0.001,0,0.005,0,0.006,0.003,0.001
2010,260,529,52165,355264.971,133297.314,0.308,0.159,0.082,0.042,0.603,0.037,0.774,396480.367,647347.53,-7571.765,66281.204,174334.803,0.619,0.381,0.177,0.442,0.397,0.924,0.017,0.032,0.486,2.386,53.888,27518.309,0.02,0.01,0.005,0.003,0.03,0.003,0.031,0.016,0.012
2010,262,549,44275,359969.18,92216.68,0.336,0.173,0.089,0.046,0.653,0.035,0.814,716104.233,681593.224,-7399.796,59692.685,176404.491,0.618,0.382,0.214,0.404,0.415,0.67,0.005,0.036,0.534,2.632,50.056,11155.869,0.005,0.003,0.001,0.001,0.01,0.001,0.009,0.004,0.007
2010,264,653,82218,126343.315,43957.144,0.273,0.141,0.072,0.037,0.595,0.013,0.822,403747.785,286119.375,-10843.483,37290.216,63897.795,0.651,0.349,0.29,0.361,0.221,0.631,0.323,0,0.554,2.247,53.167,6506.996,0.028,0.014,0.007,0.004,0.02,0.001,0.027,0.023,0.008
2010,265,633,60911,255527.401,89664.33,0.315,0.162,0.083,0.043,0.617,0.053,0.796,690420.389,474194.346,0,50949.878,119848.202,0.715,0.285,0.312,0.402,0.289,0.855,0.12,0.002,0.457,2.232,54.362,7402.402,0.009,0.005,0.002,0.001,0.011,0.002,0.014,0.007,0.004
2010,267,1095,112903,489900.193,146445.799,0.326,0.168,0.086,0.044,0.634,0.038,0.792,835991.162,909122.838,-9238.75,76429.385,218994.366,0.658,0.342,0.168,0.49,0.567,0.946,0.007,0.015,0.427,2.311,50.315,8898.053,0.003,0.001,0.001,0,0.005,0.001,0.004,0.002,0.007
2010,268,6908,658024,360233.6,94502.267,0.344,0.177,0.091,0.047,0.668,0.03,0.838,1552892.133,708677.55,-10938.83,71565.95,190698.402,0.662,0.338,0.195,0.467,0.427,0.726,0.2,0.026,0.491,2.422,53.81,9373.486,0.004,0.002,0.001,0.001,0.008,0.001,0.006,0.003,0.009
2010,270,2715,233692,493650.733,117070.839,0.344,0.177,0.091,0.047,0.668,0.027,0.827,1272821.335,1049012.052,-9795.285,59865.455,172861.433,0.711,0.289,0.294,0.417,0.372,0.911,0.053,0.017,0.455,2.197,57.947,27589.272,0.006,0.003,0.002,0.001,0.012,0.002,0.01,0.005,0.012
2010,271,1802,165072,439930.065,119204.457,0.338,0.174,0.089,0.046,0.656,0.032,0.828,1705855.979,855471.738,-11259.344,58702.371,182087.791,0.758,0.242,0.312,0.446,0.345,0.855,0.102,0.017,0.468,2.297,58.058,11808.1,0.004,0.002,0.001,0.001,0.007,0.001,0.006,0.003,0.012
2010,272,636,71482,218092.382,66394.25,0.319,0.164,0.085,0.044,0.622,0.045,0.829,1099085.047,393852.351,0,54464.696,108991.453,0.68,0.32,0.248,0.433,0.3,0.888,0.05,0.009,0.429,2.428,51.829,4201.692,0.007,0.004,0.002,0.001,0.007,0.001,0.01,0.006,0.003
2010,275,803,70407,408863.992,120374.409,0.335,0.173,0.089,0.046,0.65,0.036,0.822,1271701.815,771473.484,-6284.477,72355.426,179583.496,0.673,0.327,0.211,0.462,0.422,0.888,0.077,0.006,0.415,2.285,52.619,11062.76,0.005,0.003,0.001,0.001,0.008,0.001,0.008,0.004,0.01
2010,276,2031,186674,230054.184,75127.649,0.306,0.158,0.081,0.042,0.606,0.05,0.796,765597.711,452907.365,-6458.116,61038.954,112355.417,0.719,0.281,0.21,0.509,0.319,0.9,0.063,0.011,0.424,2.452,52.197,7731.588,0.01,0.005,0.003,0.001,0.013,0.002,0.017,0.008,0.004
2010,284,3249,327084,319426.069,65974.588,0.348,0.179,0.092,0.047,0.678,0.016,0.836,648218.003,642168.303,-9128.959,62570.746,156534.713,0.551,0.449,0.143,0.408,0.316,0.721,0.046,0.147,0.465,2.981,51.651,8137.82,0.006,0.003,0.002,0.001,0.008,0,0.01,0.005,0.003
2010,288,457,39730,205537.678,87678.968,0.296,0.152,0.078,0.04,0.584,0.07,0.762,424109.844,365538.504,0,43990.303,98840.555,0.747,0.253,0.348,0.398,0.239,0.847,0.136,0,0.523,2.311,55.626,7425.959,0.012,0.006,0.003,0.002,0.014,0.002,0.018,0.01,0.01
2010,290,1041,93820,331750.481,67366.158,0.357,0.184,0.095,0.049,0.693,0.013,0.849,867921.019,684309.667,-11758.187,60329.386,133110.997,0.553,0.447,0.212,0.341,0.549,0.756,0.159,0.016,0.534,2.256,48.205,7325.557,0.003,0.002,0.001,0,0.006,0,0.005,0.003,0.007
2010,292,1071,107421,339644.643,110705.188,0.326,0.168,0.086,0.044,0.633,0.042,0.796,445920.547,623468.258,-9281.351,83735.417,135743.242,0.697,0.303,0.253,0.443,0.412,0.813,0.127,0.023,0.443,2.535,52.162,6364.728,0.005,0.002,0.001,0.001,0.007,0.001,0.007,0.004,0.003
2010,297,703,52974,417389.387,134666.081,0.317,0.163,0.084,0.043,0.617,0.05,0.784,1030286.02,759183.747,-6240.115,64585.108,162630.508,0.708,0.292,0.26,0.449,0.346,0.979,0.009,0,0.474,2.376,54.734,16511.235,0.01,0.005,0.003,0.001,0.016,0.002,0.015,0.008,0.005
2010,298,887,47787,199031.407,55301.684,0.321,0.165,0.085,0.044,0.638,0.033,0.82,507744.933,406149.354,-5157.235,53914.071,93816.191,0.624,0.376,0.215,0.409,0.294,0.572,0.375,0.028,0.528,2.259,53.902,6885.081,0.012,0.006,0.003,0.002,0.012,0.001,0.016,0.01,0.005
2010,300,3239,384669,302043.387,97374.642,0.32,0.165,0.085,0.044,0.624,0.041,0.816,1164894.878,567065.062,-8076.528,63479.165,146099.008,0.731,0.269,0.231,0.5,0.398,0.903,0.055,0.013,0.443,2.561,51.701,5765.331,0.005,0.002,0.001,0.001,0.007,0.001,0.007,0.004,0.004
2010,301,507,55773,459796.751,132192.739,0.329,0.169,0.087,0.045,0.64,0.045,0.79,581738.215,813739.14,-4063.409,62393.558,206997.907,0.727,0.273,0.21,0.517,0.383,0.943,0.002,0.028,0.414,2.245,54.343,6965.338,0.003,0.002,0.001,0,0.005,0.001,0.005,0.003,0.004
2010,306,916,89110,311084.393,95736.253,0.325,0.167,0.086,0.044,0.632,0.043,0.815,916484.394,583456.269,-7218.511,68393.12,176358.116,0.709,0.291,0.19,0.519,0.356,0.922,0.004,0.044,0.433,2.586,50.067,6301.156,0.005,0.003,0.001,0.001,0.008,0.001,0.008,0.004,0.003
2010,308,729,98165,308122.039,95284.766,0.317,0.163,0.084,0.043,0.618,0.046,0.795,607456.001,560274.008,-7423.349,68045.771,140733.552,0.666,0.334,0.169,0.496,0.362,0.948,0.004,0.011,0.413,2.48,50.428,6784.454,0.005,0.003,0.001,0.001,0.008,0.001,0.008,0.004,0.002
2010,312,5733,559144,287781.274,83279.851,0.331,0.171,0.088,0.045,0.646,0.039,0.826,2540634.164,545273.509,-5708.094,61052.566,136858.369,0.668,0.332,0.22,0.449,0.383,0.769,0.184,0.017,0.482,2.354,52.807,3877.734,0.004,0.002,0.001,0,0.005,0.001,0.006,0.003,0.003
2010,315,644,63823,214062.224,49980.347,0.341,0.176,0.09,0.047,0.659,0.026,0.842,493699.389,427767.588,-8625.037,62331.96,111276.725,0.572,0.428,0.157,0.415,0.388,0.671,0.286,0.016,0.54,2.262,48.747,3292.072,0.005,0.003,0.001,0.001,0.005,0,0.007,0.004,0.004
2010,316,3717,351790,283642.746,85805.435,0.329,0.169,0.087,0.045,0.642,0.045,0.808,567203.96,553797.001,0,58691.934,142945.692,0.701,0.299,0.23,0.471,0.361,0.807,0.161,0.009,0.474,2.406,52.557,5765.22,0.007,0.003,0.002,0.001,0.007,0.001,0.01,0.005,0.003
2010,318,656,54668,391069.275,134370.707,0.32,0.165,0.085,0.044,0.622,0.045,0.808,2375281.886,704491.555,-5831.541,75294.085,181010.728,0.653,0.347,0.224,0.428,0.302,0.918,0.062,0.002,0.479,2.421,54.352,9141.511,0.005,0.003,0.001,0.001,0.009,0.001,0.008,0.004,0.008
2010,320,1239,135399,310821.38,106478.355,0.312,0.161,0.083,0.043,0.61,0.047,0.774,344317.512,561235.7,-6484.328,72064.217,151752.758,0.724,0.276,0.183,0.541,0.379,0.911,0.052,0.004,0.449,2.562,51.646,9193.719,0.009,0.004,0.002,0.001,0.012,0.001,0.014,0.007,0.006
2010,324,2693,272367,380257.068,129700.352,0.314,0.162,0.083,0.043,0.612,0.05,0.779,701868.475,688171.721,-3349.278,68854.527,154646.132,0.699,0.301,0.246,0.452,0.342,0.915,0.048,0.012,0.437,2.369,53.247,13420.946,0.008,0.004,0.002,0.001,0.014,0.002,0.013,0.006,0.003
2010,328,3002,291410,556374.2,166573.153,0.328,0.169,0.087,0.045,0.638,0.031,0.8,2198042.758,1042976.849,-7047.387,86621.969,205799.487,0.626,0.374,0.189,0.436,0.457,0.793,0.112,0.049,0.523,2.419,53.291,12225.53,0.002,0.001,0.001,0,0.004,0.001,0.003,0.002,0.011
2010,329,1566,140327,258316.48,90312.885,0.311,0.16,0.082,0.042,0.609,0.061,0.772,340491.134,499895.707,5164.042,50972.306,126271.634,0.742,0.258,0.306,0.436,0.284,0.911,0.056,0.01,0.44,2.423,54.156,7777.596,0.008,0.004,0.002,0.001,0.011,0.002,0.012,0.006,0.007
2010,330,493,48722,220493.426,54726.939,0.336,0.173,0.089,0.046,0.657,0.031,0.823,375453.219,475403.952,-6912.368,61222.994,109630.545,0.616,0.384,0.219,0.397,0.398,0.773,0.207,0.006,0.483,2.467,48.982,10214.22,0.011,0.006,0.003,0.001,0.015,0.001,0.017,0.009,0.005
2010,332,3152,309154,798902.895,220864.478,0.325,0.167,0.086,0.044,0.632,0.033,0.776,1064658.783,1654464.412,6455.013,88771.422,385318.342,0.561,0.439,0.176,0.385,0.462,0.292,0.016,0.034,0.438,2.874,53.911,70245.443,0.005,0.003,0.001,0.001,0.01,0.003,0.008,0.004,0.012
2010,335,342,38138,243140.699,83153.907,0.332,0.171,0.088,0.045,0.633,0.051,0.811,542775.593,454989.656,-6711.231,66974.593,131926.215,0.732,0.268,0.348,0.383,0.19,0.792,0.137,0.006,0.474,2.857,51.327,8144.093,0.011,0.006,0.003,0.001,0.012,0.002,0.014,0.009,0.006
2010,336,17658,1895075,320915.155,77132.854,0.351,0.18,0.093,0.048,0.681,0.024,0.851,1444090.248,618906.667,-10108.314,83470.442,140430.012,0.625,0.375,0.198,0.428,0.411,0.691,0.162,0.065,0.432,2.71,49.592,6674.201,0.004,0.002,0.001,0,0.006,0.001,0.006,0.003,0.008
2010,344,1593,160763,382272.548,112461.446,0.326,0.168,0.086,0.044,0.635,0.045,0.801,1343072.812,727166.066,0,80917.397,166575.505,0.727,0.273,0.214,0.513,0.489,0.766,0.191,0.006,0.416,2.318,51.863,10523.063,0.006,0.003,0.002,0.001,0.01,0.001,0.01,0.005,0.004
2010,348,6627,701678,269472.598,82773.159,0.328,0.169,0.087,0.045,0.639,0.043,0.823,858722.757,504533.499,-7466.921,70911.613,139125.338,0.672,0.328,0.158,0.514,0.411,0.844,0.118,0.01,0.462,2.459,50.774,2220.718,0.002,0.001,0.001,0,0.003,0,0.004,0.002,0.003
2010,350,392,52676,351495.951,75375.526,0.342,0.176,0.091,0.047,0.663,0.016,0.83,663421.861,664051.108,-11495.927,73465.262,132771.459,0.577,0.423,0.157,0.421,0.561,0.913,0.015,0.008,0.467,2.429,45.865,8175.883,0.005,0.003,0.001,0.001,0.007,0,0.008,0.004,0.006
2010,352,525,58389,280618.524,91605.381,0.308,0.159,0.082,0.042,0.604,0.052,0.792,557598.207,483849.094,-5136.345,56716.862,122658.196,0.759,0.241,0.254,0.504,0.272,0.935,0.042,0.002,0.48,2.379,54.107,10205.1,0.012,0.006,0.003,0.002,0.015,0.002,0.021,0.01,0.006
2010,356,1740,177347,251394.504,71226.763,0.331,0.17,0.088,0.045,0.644,0.039,0.844,3366832.167,480962.413,-7281.614,76808.114,129179.507,0.672,0.328,0.239,0.433,0.424,0.566,0.417,0.006,0.506,2.574,51.844,1927.313,0.002,0.001,0,0,0.003,0,0.003,0.001,0.005
2010,358,444,39617,228572.692,64993.38,0.323,0.166,0.085,0.044,0.636,0.044,0.878,2878867.596,444266.391,0,59591.207,139598.777,0.65,0.35,0.256,0.394,0.3,0.741,0.245,0.002,0.446,2.394,53.565,11324.715,0.018,0.009,0.005,0.002,0.018,0.002,0.025,0.015,0.008
2010,359,5426,495316,348550.975,95656.347,0.342,0.176,0.091,0.047,0.664,0.033,0.832,964657.148,666405.841,-8967.66,69277.909,174313.387,0.669,0.331,0.187,0.482,0.404,0.76,0.185,0.011,0.482,2.39,51.866,4996.32,0.002,0.001,0.001,0,0.004,0,0.004,0.002,0.007
2010,360,609,60243,183973.354,44133.896,0.344,0.177,0.091,0.047,0.671,0.03,0.829,290572.66,354624.557,-9076.981,56468.084,101764.057,0.535,0.465,0.147,0.387,0.278,0.811,0.133,0.021,0.43,2.532,45.394,4563.848,0.007,0.004,0.002,0.001,0.008,0.001,0.013,0.006,0.005
2010,361,840,55362,224210.541,84540.631,0.295,0.152,0.078,0.04,0.587,0.051,0.766,312401.329,427975.583,-3480.324,50278.775,87502.064,0.726,0.274,0.283,0.443,0.35,0.97,0.011,0.01,0.444,2.287,54.983,7835.22,0.013,0.006,0.003,0.002,0.014,0.002,0.018,0.01,0.009
2010,362,503,62555,309260.136,111122.784,0.312,0.161,0.083,0.043,0.607,0.054,0.783,498743.156,562047.23,-7199.756,66595.127,138222.394,0.746,0.254,0.218,0.529,0.294,0.936,0.028,0.004,0.416,2.453,52.604,13621.845,0.01,0.005,0.003,0.001,0.016,0.002,0.015,0.008,0.005
2010,366,1449,139954,288688.986,94390.515,0.311,0.16,0.082,0.042,0.613,0.047,0.784,458269.246,556623.874,-6366.702,50329.557,128343.447,0.718,0.282,0.339,0.379,0.302,0.962,0.022,0.004,0.455,2.237,54.538,16235.636,0.017,0.009,0.005,0.002,0.022,0.003,0.026,0.014,0.01
2010,368,1404,88621,245168.36,92880.994,0.291,0.15,0.077,0.04,0.577,0.068,0.744,281931.955,471943.025,6292.698,49739.475,97513.598,0.733,0.267,0.375,0.358,0.25,0.976,0.011,0.003,0.439,2.279,56.078,10041.594,0.014,0.007,0.004,0.002,0.017,0.003,0.021,0.012,0.012
2010,371,760,66335,206060.522,64955.806,0.308,0.159,0.082,0.042,0.619,0.051,0.776,251605.323,402030.291,-2356.64,51505.969,92275.425,0.698,0.302,0.258,0.44,0.289,0.943,0.009,0.008,0.436,2.499,52.643,11663.008,0.025,0.013,0.007,0.003,0.022,0.003,0.03,0.02,0.017
2010,372,1832,179636,306366.315,90297.9,0.33,0.17,0.087,0.045,0.643,0.033,0.82,1075198.012,580371.175,-9076.35,62172.85,127845.459,0.688,0.312,0.237,0.452,0.354,0.896,0.073,0.01,0.458,2.43,52.135,4013.062,0.004,0.002,0.001,0.001,0.005,0,0.006,0.003,0.004
2010,374,496,42047,321179.578,113679.111,0.318,0.164,0.084,0.043,0.618,0.045,0.781,357071.163,592137.12,-7039.361,60208.697,129006.377,0.67,0.33,0.219,0.451,0.254,0.835,0.127,0.026,0.478,2.53,52.804,9344.868,0.007,0.004,0.002,0.001,0.012,0.001,0.014,0.006,0.005
2010,376,6572,723731,323972.087,94346.188,0.33,0.17,0.087,0.045,0.642,0.038,0.817,971678.455,612941.892,-7377.621,76395.145,150628.224,0.675,0.325,0.182,0.494,0.422,0.843,0.107,0.015,0.454,2.406,51.518,4066.422,0.003,0.001,0.001,0,0.005,0,0.005,0.002,0.004
2010,380,402,63565,302325.998,129113.867,0.284,0.146,0.075,0.039,0.568,0.04,0.767,659933.797,560020.745,-8803.215,67015.626,154983.144,0.668,0.332,0.168,0.5,0.296,0.918,0.037,0.022,0.488,2.48,52.346,29441.327,0.034,0.018,0.009,0.005,0.042,0.004,0.049,0.028,0.016
2010,381,1392,124271,198354.856,52653.902,0.338,0.174,0.09,0.046,0.664,0.027,0.847,1500332.236,395058.688,-9052.788,65294.459,86522.195,0.568,0.432,0.205,0.363,0.318,0.739,0.169,0.04,0.45,2.557,48.829,4741.02,0.009,0.005,0.002,0.001,0.008,0.001,0.012,0.007,0.003
2010,384,2656,265583,321852.97,95040.899,0.328,0.169,0.087,0.045,0.639,0.041,0.807,592919.231,599463.265,-7304.345,60794.256,151947.678,0.682,0.318,0.263,0.419,0.384,0.894,0.071,0.002,0.46,2.222,53.122,4061.895,0.003,0.002,0.001,0,0.005,0.001,0.005,0.003,0.002
2010,385,431,40775,254129.033,92757.908,0.306,0.157,0.081,0.042,0.604,0.054,0.772,321174.618,510494.725,0,55231.909,104549.739,0.7,0.3,0.24,0.46,0.283,0.926,0.046,0.014,0.408,2.265,53.517,11740.483,0.012,0.006,0.003,0.002,0.017,0.002,0.018,0.01,0.009
2010,387,369,45899,320556.354,110277.261,0.302,0.156,0.08,0.041,0.593,0.047,0.772,526061.457,620479.551,-7339.147,64647.43,125894.848,0.645,0.355,0.232,0.413,0.458,0.965,0.008,0.003,0.404,2.431,51.488,17459.96,0.017,0.009,0.004,0.002,0.024,0.003,0.029,0.014,0.01
2010,388,939,107203,277524.478,74189.072,0.323,0.166,0.086,0.044,0.638,0.038,0.806,596472.472,558843.39,-7972.749,65914.702,132395.416,0.654,0.346,0.288,0.365,0.315,0.78,0.192,0.005,0.478,2.393,50.706,17419.473,0.02,0.01,0.005,0.003,0.024,0.002,0.03,0.016,0.01
2010,392,782,77413,238348.384,58611.537,0.343,0.176,0.091,0.047,0.66,0.025,0.824,349343.088,465130.891,-9075.329,58107.712,105053.149,0.575,0.425,0.151,0.425,0.368,0.907,0.02,0.02,0.437,2.398,47.904,6366.455,0.008,0.004,0.002,0.001,0.009,0.001,0.011,0.007,0.004
2010,396,753,73459,239357.842,94739.943,0.297,0.153,0.079,0.041,0.59,0.056,0.768,337345.627,442130.963,-7148.082,59507.334,122558.687,0.74,0.26,0.336,0.404,0.256,0.769,0.202,0.005,0.479,2.448,53.147,9665.193,0.016,0.008,0.004,0.002,0.017,0.002,0.021,0.013,0.01
2010,398,2545,221074,251659.884,84636.669,0.32,0.165,0.085,0.044,0.624,0.048,0.794,417459.447,468375.38,-7460.966,51199.013,114792.238,0.714,0.286,0.294,0.419,0.297,0.844,0.111,0.018,0.468,2.465,55.708,2938.169,0.004,0.002,0.001,0,0.004,0.001,0.006,0.003,0.002
2010,400,1621,194027,415655.603,134535.149,0.32,0.165,0.085,0.044,0.622,0.044,0.794,1333509.99,756362.817,-5891.744,67204.993,170653.438,0.702,0.298,0.247,0.455,0.323,0.944,0.026,0.014,0.392,2.638,52.735,7704.642,0.004,0.002,0.001,0.001,0.007,0.001,0.006,0.003,0.005
2010,404,1821,178797,293220.694,79552.736,0.325,0.167,0.086,0.044,0.636,0.023,0.819,737307.252,565993.93,-13434.51,62500.811,121653.212,0.67,0.33,0.193,0.477,0.393,0.885,0.063,0.012,0.448,2.448,50.973,10012.524,0.009,0.005,0.002,0.001,0.013,0.001,0.014,0.008,0.002
2010,408,609,66715,190808.229,55258.962,0.367,0.189,0.097,0.05,0.692,0.026,0.845,356642.18,303472.359,-9596.082,53154.334,91844.764,0.605,0.395,0.268,0.337,0.22,0.913,0.005,0.077,0.484,3.386,49.913,4364.43,0.006,0.003,0.002,0.001,0.007,0.001,0.009,0.005,0.003
2010,410,626,73614,272997.559,69077.907,0.357,0.184,0.094,0.049,0.689,0.03,0.842,529347.857,508564.547,-8293.46,52381.48,119941.281,0.634,0.366,0.244,0.39,0.385,0.871,0.018,0.08,0.442,2.57,51.791,6934.045,0.006,0.003,0.001,0.001,0.007,0.001,0.008,0.005,0.005
2010,412,7363,698957,246729.278,54394.568,0.353,0.182,0.093,0.048,0.689,0.014,0.862,1889377.927,491609.515,-12457.223,71924.402,133112.834,0.55,0.45,0.115,0.435,0.338,0.745,0.087,0.056,0.431,2.54,50.973,3909.811,0.005,0.002,0.001,0.001,0.005,0,0.007,0.004,0.004
2010,428,1084,120760,288628.615,60272.642,0.357,0.184,0.094,0.049,0.693,0.021,0.851,1070044.333,581542.151,-7454.441,65354.156,129246.247,0.537,0.463,0.147,0.39,0.477,0.833,0.113,0.017,0.48,2.244,49.802,4780.673,0.004,0.002,0.001,0,0.005,0,0.006,0.003,0.004
2010,432,708,58833,271789.107,90400.169,0.311,0.16,0.082,0.042,0.615,0.049,0.785,440594.428,524280.634,0,57167.374,114152.098,0.704,0.296,0.256,0.448,0.285,0.934,0.054,0.003,0.462,2.414,53.959,13166.029,0.016,0.008,0.004,0.002,0.019,0.002,0.027,0.013,0.01
2010,436,809,114649,307458.264,75880.192,0.346,0.178,0.092,0.047,0.674,0.024,0.84,790812.699,608580.816,-8452.17,64817.516,119382.241,0.596,0.404,0.179,0.416,0.47,0.939,0.02,0.002,0.429,2.379,49.337,7566.781,0.007,0.003,0.002,0.001,0.008,0.001,0.011,0.006,0.004
2010,440,2435,262119,264339.022,78319.6,0.331,0.171,0.088,0.045,0.646,0.038,0.825,1070769.881,497221.218,-7148.235,65866.374,128276.597,0.646,0.354,0.213,0.433,0.363,0.78,0.192,0.003,0.464,2.362,51.042,3637.149,0.005,0.002,0.001,0.001,0.005,0.001,0.007,0.004,0.003
2010,442,715,67189,278278.48,79066.121,0.327,0.168,0.087,0.045,0.636,0.042,0.823,1195411.046,531457.328,-4127.381,60818.284,108865.621,0.67,0.33,0.324,0.346,0.285,0.762,0.204,0.018,0.48,2.443,53.459,3660.814,0.003,0.002,0.001,0,0.006,0.001,0.006,0.003,0.003
2010,448,43547,4188519,604282.686,112112.222,0.34,0.175,0.09,0.046,0.66,0.019,0.819,2592436.778,1302905.187,-5059.074,86929.026,337284.029,0.498,0.502,0.117,0.382,0.447,0.622,0.072,0.127,0.458,2.831,51.488,39564.114,0.005,0.003,0.001,0.001,0.011,0.001,0.009,0.004,0.014
2010,452,4449,402157,281504.746,77718.165,0.336,0.173,0.089,0.046,0.654,0.033,0.826,824766.9,534405.188,-7473.564,63394.711,135930.722,0.651,0.349,0.186,0.465,0.401,0.838,0.134,0.004,0.484,2.315,52.936,3682.283,0.004,0.002,0.001,0.001,0.005,0,0.006,0.003,0.003
2010,460,1056,104811,252989.509,57507.446,0.348,0.179,0.092,0.047,0.682,0.022,0.838,447313.297,492398.629,-10700.837,58945.714,91327.302,0.584,0.416,0.227,0.357,0.384,0.82,0.067,0.083,0.463,2.509,50.33,7144.695,0.009,0.005,0.002,0.001,0.009,0.001,0.016,0.007,0.004
2010,464,969,91120,323340.005,101495.328,0.323,0.166,0.086,0.044,0.628,0.046,0.796,567362.556,581025.722,-3990.931,54700.503,155189.795,0.711,0.289,0.281,0.43,0.3,0.83,0.151,0,0.45,2.392,54.197,4471.214,0.004,0.002,0.001,0,0.005,0.001,0.006,0.003,0.003
2010,468,1360,129715,221476.844,67771.29,0.311,0.16,0.082,0.042,0.619,0.036,0.792,321478.414,449667.521,-7138.078,59158.985,107954.852,0.634,0.366,0.215,0.419,0.325,0.622,0.342,0.007,0.467,2.426,51.719,10327.866,0.016,0.008,0.004,0.002,0.018,0.002,0.023,0.013,0.01
2010,472,1553,203074,503500.035,128739.647,0.337,0.174,0.089,0.046,0.655,0.024,0.818,1676318.014,944041.019,-11223.23,81678.672,190980.04,0.603,0.397,0.165,0.438,0.57,0.93,0.026,0.006,0.429,2.34,49.529,12824.808,0.002,0.001,0.001,0,0.004,0.001,0.003,0.002,0.01
2010,476,369,45614,299688.243,87422.83,0.32,0.165,0.085,0.044,0.627,0.03,0.795,357618.153,597318.328,-8093.813,71729.543,132634.743,0.506,0.494,0.122,0.384,0.382,0.897,0.03,0.008,0.504,2.366,50.192,15524.87,0.013,0.007,0.003,0.002,0.019,0.002,0.023,0.011,0.007
